"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","a","n_del_obs_used","n_dop_obs_used","H"
"     C/2004 F5 (SOHO)",1.0000,0.005,144.50,0.35,77.20,,2004-03-18.2,,PAR,1,,24,T,,,,,,,,
"     C/2004 F6 (SOHO)",1.0000,0.006,144.37,3.47,77.55,,2004-03-23.8,,PAR,1,,39,T,,,,,,,,
"     C/2004 F7 (SOHO)",1.0000,0.005,142.89,8.10,84.66,,2004-03-26.5,,PAR,0,,9,T,,,,,,,,
"     P/2004 FY140 (LINEAR)",0.1709,4.106,2.13,327.29,239.76,5.80,2004-08-06.9,11,JFc,107,5,52,,,,,,4.952,,,
"     C/2004 G1 (LINEAR)",0.9963,1.201,114.49,228.34,110.60,643.40,2004-06-04.9,5.79e+03,COM,26,,48,,,,,,322.3,,,
"     C/2004 G2 (SOHO)",1.0000,0.038,72.62,74.01,56.95,,2004-04-10.1,,PAR,0,,4,T,,,,,,,,
"     C/2004 G3 (SOHO)",1.0000,0.008,141.37,338.33,65.49,,2004-04-03.6,,PAR,1,,25,T,,,,,,,,
"     C/2004 G4 (SOHO)",1.0000,0.006,144.51,8.45,82.74,,2004-04-04.8,,PAR,1,,30,T,,,,,,,,
"     C/2004 G5 (SOHO)",1.0000,0.005,144.29,8.43,85.01,,2004-04-11.1,,PAR,0,,7,T,,,,,,,,
"     C/2004 G6 (SOHO)",1.0000,0.005,144.91,7.31,84.69,,2004-04-12.1,,PAR,0,,11,T,,,,,,,,
"     C/2004 G7 (SOHO)",1.0000,0.005,144.19,3.21,81.11,,2004-04-14.2,,PAR,0,,7,T,,,,,,,,
"     C/2004 G8 (SOHO)",1.0000,0.005,144.42,8.21,85.85,,2004-04-14.3,,PAR,1,,9,T,,,,,,,,
"     C/2004 G9 (SOHO)",1.0000,0.005,144.22,8.85,86.18,,2004-04-16.0,,PAR,0,,10,T,,,,,,,,
"     C/2004 H1 (LINEAR)",0.9999,2.081,140.67,120.05,290.52,40483.85,2004-01-15.2,2.88e+06,COM,8,,71,T,,,,,2.024e+04,,,
"     C/2004 H4 (SOHO)",1.0000,0.034,67.87,74.62,58.70,,2004-04-16.8,,PAR,0,,7,T,,,,,,,,
"     C/2004 H5 (SOHO)",1.0000,0.034,68.62,76.03,53.93,,2004-04-30.7,,PAR,0,,14,T,,,,,,,,
"     C/2004 H6 (SWAN)",1.0006,0.776,107.66,317.25,269.05,,2004-05-12.6,,HYP,102,,285,,,,,,-1230,,,
"     C/2004 H7 (SOHO)",1.0000,0.005,144.22,10.51,89.47,,2004-04-19.2,,PAR,0,,8,T,,,,,,,,
"     C/2004 H8 (SOHO)",1.0000,0.005,145.03,1.38,82.66,,2004-04-19.4,,PAR,0,,5,T,,,,,,,,
"     C/2004 H9 (SOHO)",1.0000,0.005,146.39,339.72,70.28,,2004-04-19.5,,PAR,0,,7,T,,,,,,,,
"     C/2004 H10 (SOHO)",1.0000,0.005,145.04,334.44,64.27,,2004-04-30.5,,PAR,0,,7,T,,,,,,,,
"     C/2004 HV60 (Spacewatch)",0.9492,3.074,92.71,44.83,148.09,118.04,2003-12-17.2,471,COM,17,8,27,,,,,,60.56,,,
"     C/2004 J1 (SOHO)",1.0000,0.005,143.97,4.60,80.67,,2004-05-03.1,,PAR,0,,7,T,,,,,,,,
"     C/2004 J2 (SOHO)",1.0000,0.005,146.87,1.73,80.24,,2004-05-05.0,,PAR,0,,7,T,,,,,,,,
"     C/2004 J3 (SOHO)",1.0000,0.005,143.24,6.14,82.57,,2004-05-05.0,,PAR,0,,8,T,,,,,,,,
"     C/2004 J4 (SOHO)",1.0000,0.042,12.35,34.30,69.22,,2004-05-05.3,,PAR,0,,10,T,,,,,,,,
"     C/2004 J5 (SOHO)",1.0000,0.005,146.53,356.93,81.28,,2004-05-06.5,,PAR,0,,11,T,,,,,,,,
"     C/2004 J6 (SOHO)",1.0000,0.005,144.23,6.26,84.67,,2004-05-07.5,,PAR,0,,8,T,,,,,,,,
"     C/2004 J7 (SOHO)",1.0000,0.005,146.68,356.13,79.98,,2004-05-09.1,,PAR,0,,7,T,,,,,,,,
"     C/2004 J8 (SOHO)",1.0000,0.005,144.55,8.23,86.79,,2004-05-12.1,,PAR,1,,57,T,,,,,,,,
"     C/2004 J9 (SOHO)",1.0000,0.005,140.88,16.14,89.20,,2004-05-11.1,,PAR,0,,7,T,,,,,,,,
"     C/2004 J10 (SOHO)",1.0000,0.005,143.00,14.05,89.77,,2004-05-12.3,,PAR,1,,29,T,,,,,,,,
"     C/2004 J11 (SOHO)",1.0000,0.005,144.08,13.61,89.99,,2004-05-13.2,,PAR,0,,11,T,,,,,,,,
"     C/2004 J12 (SOHO)",1.0000,0.040,12.68,33.74,71.79,,2004-05-12.9,,PAR,0,,9,T,,,,,,,,
"     C/2004 J13 (SOHO)",1.0000,0.044,12.47,36.12,64.48,,2004-05-13.8,,PAR,0,,10,T,,,,,,,,
"     C/2004 J14 (SOHO)",1.0000,0.005,144.07,10.45,88.92,,2004-05-14.6,,PAR,0,,11,T,,,,,,,,
"     C/2004 J15 (SOHO)",1.0000,0.044,12.28,34.56,67.24,,2004-05-14.7,,PAR,0,,9,T,,,,,,,,
"     C/2004 J16 (SOHO)",1.0000,0.031,14.63,34.39,69.24,,2004-05-14.9,,PAR,1,,6,T,,,,,,,,
"     C/2004 J17 (SOHO)",1.0000,0.036,13.79,35.60,72.09,,2004-05-15.5,,PAR,0,,8,T,,,,,,,,
"     C/2004 J18 (SOHO)",1.0000,0.046,11.89,34.23,65.28,,2004-05-15.6,,PAR,0,,7,T,,,,,,,,
"     C/2004 J19 (SOHO)",1.0000,0.005,144.99,3.16,80.42,,2004-05-15.0,,PAR,0,,5,T,,,,,,,,
"     C/2004 J20 (SOHO)",1.0000,0.042,12.76,35.86,65.37,,2004-05-13.7,,PAR,0,,11,T,,,,,,,,
"     C/2004 K1 (Catalina)",0.9981,3.399,153.75,326.92,97.75,3636.45,2005-07-05.1,7.76e+04,COM,1017,,1117,,,,,,1820,,,
"     C/2004 K3 (LINEAR)",0.9810,1.103,111.93,275.54,60.49,115.13,2004-06-30.4,443,COM,48,5,81,,,,,,58.12,,,
"     C/2004 K4 (SOHO)",1.0000,0.005,144.01,11.22,88.44,,2004-05-18.8,,PAR,0,,9,T,,,,,,,,
"     C/2004 K5 (SOHO)",1.0000,0.005,142.11,11.45,86.94,,2004-05-20.6,,PAR,0,,7,T,,,,,,,,
"     C/2004 K6 (SOHO)",1.0000,0.005,142.22,11.05,87.07,,2004-05-22.1,,PAR,0,,5,T,,,,,,,,
"     C/2004 K7 (SOHO)",1.0000,0.005,137.71,23.35,97.75,,2004-05-23.5,,PAR,0,,7,T,,,,,,,,
"     C/2004 K8 (SOHO)",1.0000,0.007,140.04,317.62,39.83,,2004-05-24.6,,PAR,0,,5,T,,,,,,,,
"     C/2004 K9 (SOHO)",1.0000,0.005,140.60,18.25,96.73,,2004-05-25.2,,PAR,0,,6,T,,,,,,,,
"     C/2004 K10 (SOHO)",1.0000,0.005,143.85,5.46,83.93,,2004-05-25.7,,PAR,0,,6,T,,,,,,,,
"     C/2004 K11 (SOHO)",1.0000,0.005,144.20,9.39,87.82,,2004-05-28.1,,PAR,0,,14,T,,,,,,,,
"     C/2004 K12 (SOHO)",1.0000,0.005,143.93,10.28,87.99,,2004-05-31.1,,PAR,0,,28,T,,,,,,,,
"     C/2004 L1 (LINEAR)",0.9976,2.047,159.36,66.17,243.58,1717.44,2005-03-30.1,2.52e+04,COM,600,,410,,,,,,859.7,,,
"     C/2004 L2 (LINEAR)",0.9952,3.779,62.52,99.18,257.31,1576.06,2005-11-15.1,2.22e+04,COM,1008,,303,,,,,,789.9,,,
"     C/2004 L3 (SOHO)",1.0000,0.005,133.49,37.61,109.81,,2004-06-05.6,,PAR,0,,4,T,,,,,,,,
"     C/2004 L4 (SOHO)",1.0000,0.006,135.88,32.40,102.10,,2004-06-08.4,,PAR,1,,7,T,,,,,,,,
"     C/2004 L5 (SOHO)",1.0000,0.005,142.30,12.36,89.25,,2004-06-08.6,,PAR,0,,7,T,,,,,,,,
"     C/2004 L6 (SOHO)",1.0000,0.005,137.60,25.12,98.23,,2004-06-09.9,,PAR,0,,6,T,,,,,,,,
"     C/2004 L7 (SOHO)",1.0000,0.007,138.77,330.47,55.81,,2004-06-10.1,,PAR,0,,19,T,,,,,,,,
"     C/2004 L8 (SOHO)",1.0000,0.005,132.59,355.13,77.92,,2004-06-11.0,,PAR,0,,10,T,,,,,,,,
"     C/2004 L9 (SOHO)",1.0000,0.005,141.15,22.25,96.17,,2004-06-11.4,,PAR,1,,12,T,,,,,,,,
"     C/2004 L10 (SOHO)",1.0000,0.043,12.54,35.76,69.72,,2004-06-14.1,,PAR,1,,16,T,,,,,,,,
"     C/2004 L11 (SOHO)",1.0000,0.008,147.71,343.04,62.25,,2004-06-15.7,,PAR,0,,7,T,,,,,,,,
"     C/2004 M1 (SOHO)",1.0000,0.005,145.93,0.01,79.46,,2004-06-18.5,,PAR,0,,37,T,,,,,,,,
"     C/2004 M2 (SOHO)",1.0000,0.005,144.72,346.57,67.27,,2004-06-25.7,,PAR,1,,22,T,,,,,,,,
"     C/2004 M3 (SOHO)",1.0000,0.008,142.55,320.26,38.05,,2004-06-26.7,,PAR,0,,10,T,,,,,,,,
"     C/2004 M4 (SOHO)",1.0000,0.005,144.68,6.04,84.49,,2004-06-27.4,,PAR,1,,21,T,,,,,,,,
"     C/2004 M5 (SOHO)",1.0000,0.005,145.12,341.83,62.65,,2004-06-27.9,,PAR,0,,10,T,,,,,,,,
"     C/2004 M6 (SOHO)",1.0000,0.005,144.70,344.20,64.99,,2004-06-27.9,,PAR,0,,9,T,,,,,,,,
"     C/2004 M7 (SOHO)",1.0000,0.005,144.26,6.15,85.53,,2004-06-28.2,,PAR,0,,9,T,,,,,,,,
"     C/2004 N1 (SOHO)",1.0000,0.005,145.83,0.49,79.79,,2004-07-01.6,,PAR,0,,10,T,,,,,,,,
"     C/2004 N2 (SOHO)",1.0000,0.005,144.80,353.62,73.45,,2004-07-02.5,,PAR,1,,43,T,,,,,,,,
"     C/2004 N3 (SOHO)",1.0000,0.005,144.75,6.41,85.04,,2004-07-06.5,,PAR,1,,38,T,,,,,,,,
"     C/2004 N4 (SOHO)",1.0000,0.008,142.03,345.84,67.01,,2004-07-07.9,,PAR,0,,10,T,,,,,,,,
"     C/2004 N5 (SOHO)",1.0000,0.005,146.04,357.80,76.56,,2004-07-08.7,,PAR,0,,24,T,,,,,,,,
"     C/2004 N6 (SOHO)",1.0000,0.005,137.04,24.76,104.74,,2004-07-09.8,,PAR,0,,7,T,,,,,,,,
"     C/2004 O1 (SOHO)",1.0000,0.007,144.67,7.12,85.62,,2004-07-18.7,,PAR,2,,57,T,,,,,,,,
"     C/2004 O2 (SOHO)",1.0000,0.006,143.76,354.61,75.24,,2004-07-18.5,,PAR,1,,27,T,,,,,,,,
"     C/2004 O3 (SOHO)",1.0000,0.005,138.99,22.27,101.14,,2004-07-26.6,,PAR,0,,9,T,,,,,,,,
"     C/2004 P1 (NEAT)",0.9993,6.014,28.82,284.18,16.58,16153.38,2003-08-08.7,7.26e+05,JFc,842,,148,,,,,,8080,,,
"     C/2004 P2 (SOHO)",1.0000,0.005,143.26,5.56,83.60,,2004-08-04.7,,PAR,0,,10,T,,,,,,,,
"     C/2004 P3 (SOHO)",1.0000,0.005,145.69,4.68,82.94,,2004-08-06.2,,PAR,0,,14,T,,,,,,,,
"     C/2004 P4 (SOHO)",1.0000,0.005,144.85,355.60,74.10,,2004-08-06.9,,PAR,0,,15,T,,,,,,,,
"     C/2004 P5 (SOHO)",1.0000,0.006,133.10,324.88,52.72,,2004-08-09.4,,PAR,1,,25,T,,,,,,,,
"     C/2004 P6 (SOHO)",1.0000,0.006,143.16,13.10,92.78,,2004-08-14.0,,PAR,0,,24,T,,,,,,,,
"     C/2004 P7 (SOHO)",1.0000,0.005,142.67,15.42,95.62,,2004-08-16.4,,PAR,1,,42,T,,,,,,,,
"     C/2004 Q1 (Tucker)",0.9890,2.047,56.09,22.13,32.97,371.43,2004-12-06.8,2.55e+03,COM,615,,1972,,,,,,186.7,,,
"     C/2004 Q2 (Machholz)",0.9995,1.205,38.59,93.62,19.50,4831.69,2005-01-24.9,1.19e+05,COM,743,,3612,,1.2e-08,-1.1e-09,-2.3e-09,,2416,,,
"     C/2004 Q3 (SOHO)",1.0000,0.005,144.39,358.53,77.41,,2004-08-20.9,,PAR,1,,37,T,,,,,,,,
"     C/2004 Q4 (SOHO)",1.0000,0.005,144.36,359.32,78.16,,2004-08-21.9,,PAR,1,,28,T,,,,,,,,
"     C/2004 Q5 (SOHO)",1.0000,0.005,144.53,356.66,75.73,,2004-08-26.1,,PAR,0,,11,T,,,,,,,,
"     C/2004 Q6 (SOHO)",1.0000,0.004,144.51,6.29,84.12,,2004-08-26.8,,PAR,0,,24,T,,,,,,,,
"     C/2004 R2 (ASAS)",1.0000,0.113,63.17,182.46,5.35,3238164.39,2004-10-07.8,2.06e+09,COM,18,,66,T,,,,,1.619e+06,,,
"     P/2004 R3 (LINEAR-NEAT)",0.4418,2.141,7.97,318.81,5.30,5.53,2004-05-24.4,7.51,JFc,67,5,143,,,,,,3.837,,,
"     C/2004 R4 (SOHO)",1.0000,0.005,144.83,5.81,83.36,,2004-09-06.0,,PAR,1,,53,T,,,,,,,,
"     C/2004 R5 (SOHO)",1.0000,0.005,143.92,1.93,80.76,,2004-09-05.5,,PAR,1,,13,T,,,,,,,,
"     C/2004 R6 (SOHO)",1.0000,0.005,140.49,3.77,93.47,,2004-09-06.3,,PAR,0,,10,T,,,,,,,,
"     C/2004 R7 (SOHO)",1.0000,0.009,143.75,357.59,77.53,,2004-09-06.9,,PAR,1,,33,T,,,,,,,,
"     C/2004 RG113 (LINEAR)",0.9972,1.942,21.62,8.77,125.31,1397.13,2005-03-03.7,1.85e+04,COM,332,,414,,,,,,699.5,,,
"     C/2004 S1 (Van Ness)",1.0000,0.682,114.67,19.22,92.82,264552.62,2004-12-08.9,4.81e+07,COM,22,,122,T,,,,,1.323e+05,,,
"     C/2004 S2 (SOHO)",1.0000,0.005,144.91,6.94,81.87,,2004-09-21.3,,PAR,0,,8,T,,,,,,,,
"     C/2004 S3 (SOHO)",1.0000,0.007,144.80,5.95,80.70,,2004-09-23.9,,PAR,1,,10,T,,,,,,,,
"     C/2004 S4 (SOHO)",1.0000,0.005,144.29,1.86,79.85,,2004-09-29.2,,PAR,1,,11,T,,,,,,,,
"     C/2004 T2 (SOHO)",1.0000,0.035,73.67,72.45,61.57,,2004-10-09.1,,PAR,1,,6,T,,,,,,,,
"     C/2004 T3 (Siding Spring)",0.9985,8.864,71.96,50.35,259.69,11724.66,2003-04-15.3,4.49e+05,COM,476,,106,,,,,,5867,,,
"     C/2004 T4 (SOHO)",1.0000,0.005,143.95,1.27,80.00,,2004-10-05.6,,PAR,1,,23,T,,,,,,,,
"     C/2004 T5 (SOHO)",1.0000,0.005,144.11,1.56,81.60,,2004-10-06.4,,PAR,1,,22,T,,,,,,,,
"     C/2004 T6 (SOHO)",1.0000,0.005,143.90,1.74,80.60,,2004-10-10.9,,PAR,0,,18,T,,,,,,,,
"     C/2004 T7 (SOHO)",1.0000,0.005,144.15,4.07,81.25,,2004-10-14.7,,PAR,1,,53,T,,,,,,,,
"     C/2004 T8 (SOHO)",1.0000,0.005,144.09,1.33,81.07,,2004-10-04.8,,PAR,0,,16,T,,,,,,,,
"     C/2004 U1 (LINEAR)",0.9992,2.659,130.62,112.55,20.13,6682.91,2004-12-08.7,1.93e+05,COM,345,,545,,,,,,3343,,,
"     C/2004 U2 (SOHO)",1.0000,0.066,84.25,143.49,218.59,,2004-10-18.0,,PAR,2,,72,T,,,,,,,,
"     C/2004 U3 (SOHO)",1.0000,0.037,73.25,74.01,57.26,,2004-10-18.6,,PAR,0,,6,T,,,,,,,,
"     C/2004 U4 (SOHO)",1.0000,0.005,147.82,356.43,80.35,,2004-10-17.6,,PAR,0,,7,T,,,,,,,,
"     C/2004 U5 (SOHO)",1.0000,0.006,138.46,331.03,58.57,,2004-10-21.9,,PAR,0,,30,T,,,,,,,,
"     C/2004 U6 (SOHO)",1.0000,0.005,139.47,323.07,56.68,,2004-10-21.9,,PAR,0,,7,T,,,,,,,,
"     C/2004 U7 (SOHO)",1.0000,0.005,144.58,11.41,87.45,,2004-10-22.7,,PAR,0,,8,T,,,,,,,,
"     C/2004 U8 (SOHO)",1.0000,0.005,143.92,2.93,81.03,,2004-10-24.6,,PAR,1,,37,T,,,,,,,,
"     C/2004 U9 (SOHO)",1.0000,0.005,143.62,4.27,81.73,,2004-10-26.1,,PAR,1,,43,T,,,,,,,,
"     C/2004 U10 (SOHO)",1.0000,0.008,143.74,9.44,85.67,,2004-10-26.9,,PAR,0,,9,T,,,,,,,,
"     C/2004 U11 (SOHO)",1.0000,0.005,144.58,7.41,86.20,,2004-10-28.2,,PAR,2,,56,T,,,,,,,,
"     C/2004 U12 (SOHO)",1.0000,0.005,147.11,358.95,84.23,,2004-10-28.4,,PAR,0,,8,T,,,,,,,,
"     P/2004 V3 (Siding Spring)",0.4441,3.970,50.38,356.08,322.63,10.31,2004-11-04.5,19.1,JFc,6887,1,107,,,,,,7.142,,,
"     P/2004 V5-A (LINEAR-Hill)",0.4452,4.411,19.36,47.86,87.69,11.49,2005-02-28.7,22.4,JFc,890,3,570,,,,,,7.95,,,
"     P/2004 V5-B (LINEAR-Hill)",0.4452,4.411,19.36,47.86,87.69,11.49,2005-03-01.0,22.4,JFc,561,3,439,,,,,,7.951,,,
"     C/2004 V6 (SOHO)",1.0000,0.005,142.98,12.84,89.75,,2004-11-04.7,,PAR,0,,14,T,,,,,,,,
"     C/2004 V7 (SOHO)",1.0000,0.005,143.83,11.45,89.51,,2004-11-04.5,,PAR,0,,7,T,,,,,,,,
"     C/2004 V8 (SOHO)",1.0000,0.005,144.46,7.62,85.91,,2004-11-08.6,,PAR,1,,36,T,,,,,,,,
"     C/2004 V10 (SOHO)",1.0000,0.049,26.40,81.86,22.79,,2004-11-08.4,,PAR,0,,9,T,,,,,,,,
"     C/2004 V11 (SOHO)",1.0000,0.005,143.29,6.52,83.44,,2004-11-09.0,,PAR,0,,5,T,,,,,,,,
"     C/2004 V12 (SOHO)",1.0000,0.005,143.89,4.87,83.29,,2004-11-11.6,,PAR,1,,57,T,,,,,,,,
"     C/2004 V13 (SWAN)",1.0000,0.181,34.81,207.70,92.69,67278.71,2004-12-21.1,6.17e+06,COM,23,,25,T,,,,,3.364e+04,,,
"     C/2004 V14 (SOHO)",1.0000,0.005,143.84,4.48,82.60,,2004-11-14.7,,PAR,0,,19,T,,,,,,,,
"     C/2004 V15 (SOHO)",1.0000,0.008,141.29,341.45,65.18,,2004-11-16.8,,PAR,1,,31,T,,,,,,,,
"     C/2004 W1 (SOHO)",1.0000,0.005,143.27,15.30,90.92,,2004-11-16.6,,PAR,0,,7,T,,,,,,,,
"     C/2004 W2 (SOHO)",1.0000,0.005,142.14,15.07,89.40,,2004-11-19.1,,PAR,0,,8,T,,,,,,,,
"     C/2004 W3 (SOHO)",1.0000,0.007,143.89,9.70,87.52,,2004-11-20.4,,PAR,1,,21,T,,,,,,,,
"     C/2004 W4 (SOHO)",1.0000,0.005,143.41,15.21,91.52,,2004-11-22.1,,PAR,0,,6,T,,,,,,,,
"     C/2004 W5 (SOHO)",1.0000,0.005,141.14,12.23,87.12,,2004-11-22.7,,PAR,0,,6,T,,,,,,,,
"     C/2004 W6 (SOHO)",1.0000,0.005,142.69,11.82,87.62,,2004-11-23.5,,PAR,0,,6,T,,,,,,,,
"     C/2004 W7 (SOHO)",1.0000,0.005,143.05,8.85,85.95,,2004-11-25.2,,PAR,1,,40,T,,,,,,,,
"     C/2004 W8 (SOHO)",1.0000,0.005,141.74,13.85,90.38,,2004-11-24.5,,PAR,0,,7,T,,,,,,,,
"     C/2004 W9 (SOHO)",1.0000,0.005,140.50,21.98,96.80,,2004-11-28.8,,PAR,0,,8,T,,,,,,,,
"     C/2004 W10 (SOHO)",1.0000,0.047,25.97,82.11,25.29,,2004-11-29.2,,PAR,0,,12,T,,,,,,,,
"     C/2004 W11 (SOHO)",1.0000,0.005,142.57,11.30,86.57,,2004-12-01.0,,PAR,0,,6,T,,,,,,,,
"     C/2004 X2 (LINEAR)",0.9974,3.793,72.12,307.34,162.22,2888.60,2004-08-24.3,5.5e+04,COM,135,,252,,,,,,1446,,,
"     C/2004 X3 (LINEAR)",1.0064,4.402,81.08,343.05,202.13,,2005-06-17.1,,HYP,471,,241,,,,,,-685,,,
"     C/2004 X4 (SOHO)",1.0000,0.005,143.47,12.18,89.73,,2004-12-03.9,,PAR,1,,35,T,,,,,,,,
"     C/2004 X5 (SOHO)",1.0000,0.006,144.99,4.84,84.65,,2004-12-05.4,,PAR,1,,11,T,,,,,,,,
"     C/2004 X6 (SOHO)",1.0000,0.007,140.85,18.43,94.58,,2004-12-07.1,,PAR,0,,11,T,,,,,,,,
"     C/2004 X8 (SOHO)",1.0000,0.005,144.22,7.14,90.75,,2004-12-09.2,,PAR,0,,7,T,,,,,,,,
"     C/2004 X9 (SOHO)",1.0000,0.005,144.06,6.60,84.88,,2004-12-13.6,,PAR,0,,19,T,,,,,,,,
"     C/2004 X10 (SOHO)",1.0000,0.006,146.26,352.06,71.94,,2004-12-13.7,,PAR,0,,17,T,,,,,,,,
"     C/2004 X11 (SOHO)",1.0000,0.005,145.35,349.13,70.61,,2004-12-14.2,,PAR,0,,10,T,,,,,,,,
"     C/2004 Y2 (SOHO)",1.0000,0.005,131.81,349.99,72.73,,2004-12-19.2,,PAR,1,,6,T,,,,,,,,
"     C/2004 Y3 (SOHO)",1.0000,0.005,144.69,5.17,84.18,,2004-12-25.8,,PAR,1,,21,T,,,,,,,,
"     C/2004 Y4 (SOHO)",1.0000,0.090,94.42,23.91,128.06,,2004-12-25.5,,PAR,3,,81,T,,,,,,,,
"     C/2004 Y5 (SOHO)",1.0000,0.005,144.31,350.47,70.87,,2004-12-26.3,,PAR,1,,23,T,,,,,,,,
"     C/2004 Y6 (SOHO)",1.0000,0.007,144.50,325.97,42.74,,2004-12-26.3,,PAR,1,,10,T,,,,,,,,
"     C/2004 Y7 (SOHO)",1.0000,0.005,143.73,14.41,90.25,,2004-12-26.6,,PAR,0,,13,T,,,,,,,,
"     C/2004 Y8 (SOHO)",1.0000,0.007,140.65,349.33,72.08,,2004-12-27.3,,PAR,1,,14,T,,,,,,,,
"     C/2004 Y9 (SOHO)",1.0000,0.005,147.38,356.27,75.27,,2004-12-28.3,,PAR,0,,8,T,,,,,,,,
"     C/2004 Y10 (SOHO)",1.0000,0.032,131.61,129.68,99.02,,2004-12-28.2,,PAR,0,,29,T,,,,,,,,
"     C/2004 Y11 (SOHO)",1.0000,0.005,145.33,352.02,70.45,,2004-12-29.3,,PAR,1,,13,T,,,,,,,,
"     C/2004 Y12 (SOHO)",1.0000,0.005,144.24,0.58,80.19,,2005-01-01.6,,PAR,1,,58,T,,,,,,,,
"     C/2004 YJ35 (LINEAR)",0.9999,1.781,52.48,328.25,136.90,26262.42,2005-03-03.1,1.5e+06,COM,335,,216,,,,,,1.313e+04,,,
"     C/2005 A1-A (LINEAR)",1.0006,0.907,74.88,355.86,271.86,,2005-04-10.2,,HYP,416,,1264,,,,,,-1401,,,
"     C/2005 A2 (SOHO)",1.0000,0.005,144.27,345.46,66.30,,2005-01-04.2,,PAR,0,,16,T,,,,,,,,
"     C/2005 A3 (SOHO)",1.0000,0.007,133.47,327.00,55.63,,2005-01-07.2,,PAR,0,,16,T,,,,,,,,
"     C/2005 A4 (SOHO)",1.0000,0.007,138.96,337.99,62.90,,2005-01-14.3,,PAR,1,,29,T,,,,,,,,
"     C/2005 A5 (SOHO)",1.0000,0.005,144.05,358.60,77.25,,2005-01-15.9,,PAR,0,,13,T,,,,,,,,
"     C/2005 B1 (Christensen)",1.0002,3.205,92.55,195.56,103.18,,2006-02-23.5,,HYP,1310,,1486,,,,,,-1.674e+04,,,
"     C/2005 B2 (SOHO)",1.0000,0.005,145.06,5.23,83.77,,2005-01-26.0,,PAR,0,,10,T,,,,,,,,
"     C/2005 B3 (SOHO)",1.0000,0.005,144.34,355.04,74.94,,2005-01-27.5,,PAR,1,,15,T,,,,,,,,
"     C/2005 B4 (SOHO)",1.0000,0.035,71.69,74.28,55.68,,2005-01-30.8,,PAR,0,,8,T,,,,,,,,
"     C/2005 B5 (SOHO)",1.0000,0.005,144.36,354.20,74.52,,2005-01-22.8,,PAR,0,,11,T,,,,,,,,
"     C/2005 B6 (SOHO)",1.0000,0.005,142.81,3.12,80.27,,2005-01-31.1,,PAR,0,,11,T,,,,,,,,
"     C/2005 C1 (SOHO)",1.0000,0.039,67.47,75.84,53.13,,2005-02-02.3,,PAR,0,,9,T,,,,,,,,
"     C/2005 C2 (SOHO)",1.0000,0.005,145.85,354.11,73.00,,2005-02-02.7,,PAR,0,,11,T,,,,,,,,
"     C/2005 C3 (SOHO)",1.0000,0.005,144.80,6.45,84.70,,2005-02-08.5,,PAR,1,,44,T,,,,,,,,
"     C/2005 C4 (SOHO)",1.0000,0.039,40.06,7.79,36.66,,2005-02-13.3,,PAR,1,,23,T,,,,,,,,
"     C/2005 D1 (SOHO)",1.0000,0.047,121.76,284.06,16.46,,2005-02-23.6,,PAR,0,,8,T,,,,,,,,
"     C/2005 D2 (SOHO)",1.0000,0.007,144.99,3.06,78.63,,2005-02-22.6,,PAR,0,,14,T,,,,,,,,
"     C/2005 D3 (SOHO)",1.0000,0.007,144.22,355.24,72.28,,2005-02-23.2,,PAR,0,,21,T,,,,,,,,
"     C/2005 D4 (SOHO)",1.0000,0.005,144.28,0.75,79.94,,2005-02-26.9,,PAR,0,,14,T,,,,,,,,
"     C/2005 D5 (SOHO)",1.0000,0.006,143.74,357.61,77.83,,2005-02-27.9,,PAR,1,,45,T,,,,,,,,
"     P/2005 E1 (Tubbiolo)",0.3847,4.445,5.15,4.42,170.79,10.01,2005-03-18.2,19.4,JFc,67,5,61,,,,,,7.225,,,
"     C/2005 E2 (McNaught)",1.0001,1.520,16.99,347.85,39.97,,2006-02-23.4,,HYP,1087,,1317,,,,,,-1.094e+04,,,
"     C/2005 E3 (SOHO)",1.0000,0.005,140.29,343.12,77.96,,2005-03-06.9,,PAR,0,,5,T,,,,,,,,
"     C/2005 E4 (SOHO)",1.0000,0.049,26.43,80.60,22.24,,2005-03-10.5,,PAR,1,,29,T,,,,,,,,
"     C/2005 E5 (SOHO)",1.0000,0.005,144.41,359.09,80.02,,2005-03-12.6,,PAR,1,,17,T,,,,,,,,
"     C/2005 E6 (SOHO)",1.0000,0.005,144.09,359.69,78.80,,2005-03-15.1,,PAR,2,,46,T,,,,,,,,
"     C/2005 E7 (SOHO)",1.0000,0.005,139.37,331.02,63.07,,2005-03-14.9,,PAR,0,,13,T,,,,,,,,
"     C/2005 E8 (SOHO)",1.0000,0.005,144.30,0.86,81.33,,2005-03-15.8,,PAR,1,,15,T,,,,,,,,
"     C/2005 E9 (SOHO)",1.0000,0.005,143.53,358.70,89.31,,2005-03-15.2,,PAR,1,,5,T,,,,,,,,
"     C/2005 EL173 (LONEOS)",1.0032,3.886,130.68,344.79,261.49,,2007-03-05.8,,HYP,1355,,314,,,,,,-1221,,,
"     C/2005 F1 (SOHO)",1.0000,0.005,144.16,359.66,76.58,,2005-03-18.1,,PAR,0,,44,T,,,,,,,,
"     C/2005 F2 (SOHO)",1.0000,0.007,144.20,359.46,73.01,,2005-03-19.3,,PAR,1,,25,T,,,,,,,,
